Agency,Application name,Primary domain,Number of users,Number of licenses,Number of government support staff,Number of contractors,Start of use date,End of use date,is-custom,is-service,Manufacturer,Product/service name,Estimated replacement cost
DJAG,Commbank DishonourChq,Receipting,2,Not reported,Not reported,Not reported,01/07/2013 0:00,30/06/2030 0:00,Yes,No,OFT,MS Access,Not reported
DJAG,ACLink,"Authorities, Licences, Permits and Awards",20,Not reported,Not reported,Not reported,01/07/2010 0:00,30/06/2030 0:00,No,No,ACCC,ACLink,Not reported
DJAG,ASIC NNI Portal,"Authorities, Licences, Permits and Awards",50,Not reported,Not reported,Not reported,01/07/2010 0:00,30/06/2030 0:00,No,No,ASIC,ASIC Portal,Not reported
DJAG,ASIC Search Registry,"Authorities, Licences, Permits and Awards",50,Not reported,Not reported,Not reported,01/07/2010 0:00,30/06/2030 0:00,No,No,ASIC,ASIC Search Registry,Not reported
DJAG,ECC Portal,Financial Management,40,Not reported,Not reported,Not reported,01/09/2009 0:00,30/06/2030 0:00,No,No,SAP,SAP ECC,Not reported
DJAG,Infodynamics,Constituent Services,3,Not reported,0,0,01/07/1995 0:00,30/06/2030 0:00,No,No,Metering Dynamics,InfoDynamics,0
DJAG,Trello,Risk and Issue Management,10,Not reported,Not reported,Not reported,01/01/2014 0:00,30/06/2030 0:00,No,No,Trello Inc,Trello,Not reported
DJAG,Contract Lifecycle System - QContracts,Contract Management,Not reported,Not reported,Not reported,Not reported,1/12/2014 0:00,30/06/2030 0:00,No,No,Not reported,Not reported,Not reported
DJAG,Mastercard SDG2 (Corporate Card reconciliation),Financial Management,450,Not reported,Not reported,Not reported,20/06/2008 0:00,30/06/2030 0:00,No,No,Not reported,Not reported,Not reported
DJAG,TCIS,Constituent Services,4,Not reported,Not reported,Not reported,1/11/2012 0:00,30/06/2030 0:00,No,No,Not reported,Web Based,Not reported
DJAG,Old QCS Database,Constituent Services,1,Not reported,Not reported,Not reported,5/11/2013 0:00,30/06/2030 0:00,Yes,No,Dept. Community Safety,Old QCS Database,Not reported
DJAG,Web CC - JPs Branch,Customer Service,18,18,Not reported,Not reported,01/07/2007 0:00,30/06/2021 0:00,No,No,Telstra,WebCC,Not reported
DJAG,Web CC - OPG,Customer Support,5,Not reported,Not reported,Not reported,01/07/2013 0:00,30/06/2021 0:00,No,No,Telstra,WebCC,Not reported
DJAG,Web CC - QCAT,Customer Support,7,7,Not reported,Not reported,1/12/2009 0:00,30/06/2021 0:00,No,No,Telstra,WebCC,Not reported
DJAG,District Court Calendars,Scheduling and Bookings,300,Not reported,0,0,01/07/1995 0:00,01/06/2024 0:00,Yes,No,In-House,Not reported,Not reported
DJAG,Judicial Allowances / Judicial Entitlements,Constituent Services,5,Not reported,0,0,01/07/1995 0:00,01/06/2024 0:00,Yes,No,In-House,Not reported,Not reported
DJAG,Supreme Court Calendars,Financial Management,300,Not reported,0,0,01/07/1995 0:00,01/06/2024 0:00,Yes,No,In-House,Not reported,Not reported
DJAG,Web CC - VAQ,"Call Centre, Help Desk",6,10,Not reported,Not reported,01/07/2011 0:00,30/06/2021 0:00,No,No,Telstra,WebCC,0
DJAG,YJ LG Database 2014,Financial Management,10,Not reported,Not reported,Not reported,20/06/2008 0:00,01/07/2020 0:00,No,No,Not reported,Not reported,30000
DJAG,Conferencing Reporting Information System - YJ (CRIS-YJ),Case Management,50,Not reported,Not reported,Not reported,21/05/2012 0:00,21/05/2016 0:00,Yes,No,"Department of Communities, Child Safety and Disability Services","Department of Communities, Child Safety and Disability Services",0
DJAG,Shift Worker Employee Allowance Payments [SWEAP],Financial Management,14,Not reported,Not reported,Not reported,31/12/1989 0:00,31/10/2015 0:00,Yes,No,"Department of Communities, Child Safety and Disability Services","Department of Communities, Child Safety and Disability Services",0
DJAG,Critical Incident Reporting Management System,Constituent Services,60,Not reported,Not reported,Not reported,1/12/2008 0:00,Not reported,No,No,Infoxchange Australia,Service Record System (SRS),Not reported
DJAG,Suicide Risk Information Database,Constituent Services,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Yes,No,"Department of Communities, Child Safety and Disability Services","Department of Communities, Child Safety and Disability Services",Not reported
DJAG,Service Record System (SRS),Constituent Services,Not reported,Not reported,Not reported,Not reported,20/05/2013 0:00,Not reported,Yes,No,"Department of Communities, Child Safety and Disability Services","Department of Communities, Child Safety and Disability Services",Not reported
DJAG,SPER Amnestyá,Constituent Services,150,Not reported,Not reported,Not reported,01/01/2000 0:00,Not reported,Yes,No,Microsoft,Not reported,Not reported
DJAG,SpringBoard,Recruitment,20,Not reported,Not reported,Not reported,06/01/2007 0:00,12/01/2018 0:00,No,No,HRX,RecruitASP/Springboard/SmartJobs Website,Not reported
DJAG,Committals Information System,Case Management,250,1,0.05,0.07,01/07/2004 0:00,30/06/2019 0:00,Yes,No,In House Developed,Committals Information System,0
DJAG,Complete Legal Office System (CLO),Time and Attendance,5,120,0.01,Not reported,01/07/1995 0:00,1/10/2017 0:00,Yes,No,Custom First,CLO6,0
DJAG,Compliance and Investigation System (CIS),Case Management,350,Not reported,0.3,0.11,01/09/2008 0:00,30/06/2021 0:00,Yes,No,Department of Justice and Attorney-General,Oracle Forms Developer,1
DJAG,PRS Case Management (PRS),Case Management,20,1,0.1,Not reported,30/06/2000 0:00,30/06/2020 0:00,Yes,No,Department of Justice and Attorney-General,ODPP Case Management System,3994665
DJAG,Electrical Licensing System (ELS),"Authorities, Licences, Permits and Awards",35,Not reported,0.45,0.03,24/02/2002 0:00,30/06/2020 0:00,Yes,No,Department of Justice and Attorney-General,ELI,750000
DJAG,Evolve - DJAG,Computer Based Training,5588,6500,1.57,3,01/03/2006 0:00,01/06/2020 0:00,No,No,DOTS Talent Solutions,DOTS Learning Management,Not reported
DJAG,HP ServiceCenter,Computer Based Training,90,45,0.07,Not reported,01/06/2007 0:00,31/08/2021 0:00,No,No,HP,Service Centre,Not reported
DJAG,Queensland Juries Administration System (QJAS),Client Account Management,250,Not reported,0.15,Not reported,01/07/1995 0:00,30/06/2015 0:00,Yes,No,Department of Justice and Attorney-General,Jury System,1300000
DJAG,Law Codes,Information Provision,800,Not reported,Not reported,Not reported,01/07/1995 0:00,31/08/2019 0:00,Yes,No,Department of Justice and Attorney-General,Classic ASP 3.0,Not reported
DJAG,Library Management System,Library Management,4278,10,0.06,Not reported,1/11/2006 0:00,1/11/2018 0:00,Yes,No,First Software,Optimus Prime,150000
DJAG,Magistrates Register,Registrations and Inspections,24,Not reported,Not reported,Not reported,01/02/2006 0:00,30/06/2021 0:00,Yes,No,Department of Justice and Attorney-General,.NET Framework,Not reported
DJAG,Online Receipting (OLR),Client Account Management,500,Not reported,0.3,Not reported,05/08/2002 0:00,30/06/2021 0:00,Yes,No,Department of Justice and Attorney-General,OLR,0
DJAG,Plant Registration (PLANT),"Authorities, Licences, Permits and Awards",584,Not reported,0.6,Not reported,01/07/2002 0:00,30/06/2020 0:00,Yes,No,Department of Justice and Attorney-General,PLANT,0
DJAG,Training Education Certification System (TECS),"Authorities, Licences, Permits and Awards",124,Not reported,0.2,Not reported,23/08/2008 0:00,30/06/2018 0:00,Yes,No,Department of Justice and Attorney-General,TECS,0
DJAG,Vitalware,"Authorities, Licences, Permits and Awards",150,150,1.3,1,30/06/2003 0:00,30/06/2021 0:00,Yes,No,KE Software,Vitalware,3000000
DJAG,Coroners Case Management System - Training,Computer Based Training,20,Not reported,Not reported,Not reported,01/07/2011 0:00,30/06/2022 0:00,Yes,No,Department of Justice and Attorney-General,.Net Framework (WPF),Not reported
DJAG,Caseworks (Land Court),Case Management,15,20,0.15,Not reported,01/07/2011 0:00,30/06/2019 0:00,Yes,No,Reprise Consulting,Caseworks,230000
DJAG,Human Resource Business Solution (Aurion ESS),Case Management,4278,Not reported,0,Not reported,01/07/2009 0:00,30/06/2021 0:00,No,No,Aurion,Human Resources Business Solution,0
DJAG,Maximizer - DJAG,Event Management,3,6,0.01,Not reported,01/07/1995 0:00,30/06/2018 0:00,No,No,Maximizer Software,Maximizer,4000
DNRM,Land Accounting Information System,Receipting,33,33,1.2,0.3,1/12/1991 0:00,1/12/2020 0:00,Yes,No,EHP,LAIS,500000
DNRM,Ministerial and Executive Correspondence System,"Executive, Management Information Systems",167,167,0.8,0.2,01/07/2002 0:00,1/12/2018 0:00,Yes,No,Bay Technologies,Mincor,60000
DNRM,Qld Native Title Information Management Environment (QNTIME),Information Provision,1450,1450,3.3,0,1/11/2004 0:00,01/07/2018 0:00,Yes,No,DNRM,QNTIME,1000000
DNRM,"QAMF (Nucleus, Proploc)",Information Submission,3000,3000,0.2,0,05/09/2011 0:00,1/12/2018 0:00,Yes,No,DNRM,Java Enterprise Edition,400000
DNRM,Computer Inventory of Survey Plans,Information Submission,3200,3200,0.17,0.13,01/06/1988 0:00,01/07/2018 0:00,Yes,No,DNRM,CISP,3500000
DNRM,Aerial Photography Database,Information Provision,3200,3200,1.5,0,01/04/2000 0:00,1/12/2018 0:00,Yes,No,DNRM,APDB,900000
DNRM,Aquatic Ecosystem Information System,Information Submission,40,40,1,0,01/04/2000 0:00,1/12/2018 0:00,Yes,No,DNRM,AQEIS,2000000
DNRM,Automated Titles System,Registrations and Inspections,1260,1260,3.5,8,01/01/1992 0:00,1/12/2030 0:00,Yes,No,DNRM,ATS,40000000
DNRM,Compliance Information Register and Management System,Case Management,500,500,0.5,0,1/11/2003 0:00,01/06/2020 0:00,No,No,Bay Technologies,CIRAM Investigation Management System,1000000
DNRM,Digital Cadastral Database,Information Submission,3200,3200,0.25,0.19,01/01/1997 0:00,01/07/2018 0:00,Yes,No,DNRM,DCDB,10000000
DNRM,Electronic Land and Vegetation Administration System (Elvas),"Authorities, Licences, Permits and Awards",708,708,9.3,0,01/01/2000 0:00,01/07/2018 0:00,Yes,No,DNRM,eLVAS,12000000
DNRM,Government Land Register,Information Provision,330,330,4.2,0,01/01/2000 0:00,01/07/2018 0:00,Yes,No,DNRM,GLR,1000000
DNRM,Groundwater Database,Information Provision,260,260,0,0,1/12/1998 0:00,1/12/2017 0:00,Yes,No,DNRM,GWDB,1000000
DNRM,Land Asset Management System,Information Provision,68,68,4.2,0,01/01/2000 0:00,01/07/2018 0:00,Yes,No,DNRM,LAMS,1000000
DNRM,Land Information Management Environment,Information Provision,50,50,1.7,0,01/01/2000 0:00,01/07/2018 0:00,Yes,No,DNRM,LIME,800000
DNRM,Land Management and Use - Data Warehouse,Information Provision,154,3,4.8,0,01/01/2000 0:00,01/07/2018 0:00,No,No,ThermoFisher Scientific,LMUDW,350000
DNRM,Land Tenure Ledger,Information Provision,236,1,10.3,0,01/01/2000 0:00,1/12/2020 0:00,Yes,No,DNRM,LTL,7800000
DNRM,Management Information System,Time and Attendance,3931,1,4.6,0,01/01/2000 0:00,1/12/2020 0:00,No,No,DNRM,MIS,1500000
DNRM,Notings Database,Information Submission,3200,3200,1.5,0,01/01/2000 0:00,01/07/2018 0:00,Yes,No,DNRM,Notings,400000
DNRM,Property Location Service,Information Provision,6000,6000,2.4,0,01/01/2000 0:00,01/07/2018 0:00,Yes,No,DNRM,PNDB,200000
DNRM,Place Names Database,Information Submission,3200,3200,1.3,0,01/01/2000 0:00,01/07/2018 0:00,Yes,No,DNRM,PNDB,500000
DNRM,Qld Spatial Catalogue,Document and Records Management,0,0,0,0,01/01/2000 0:00,01/07/2018 0:00,No,No,In House Developed,QIC,90000
DNRM,QVAS Gateway Systems,Case Management,527,527,11.8,2.1,01/01/2000 0:00,1/12/2020 0:00,No,No,DNRM,QVAS Gateway,62000000
DNRM,Survey Control Database,Document and Records Management,3200,3200,1.2,0,01/01/2000 0:00,01/09/2014 0:00,Yes,No,In House Developed,SCDB,500000
DNRM,eSurvey,Document and Records Management,50,50,4.2,1,01/01/2000 0:00,01/06/2014 0:00,Yes,No,DNRM,SIP,2000000
DNRM,Spatial Information Resource Presentation,Information Provision,1200,1200,7.8,0,01/01/2000 0:00,1/12/2020 0:00,No,No,DNRM,SIR,2800000
DNRM,Historical Mines System,Information Provision,50,50,0.6,0.1,01/03/2014 0:00,1/12/2018 0:00,Yes,No,DNRM,Historical Mines System,70000
DNRM,SmartMap Information Service,Information Provision,3000,0,2.2,0,01/07/2003 0:00,01/08/2015 0:00,Yes,No,In House Developed,SMIS,1450000
DNRM,Survey points and Marks Database,Information Submission,50,50,2.1,0,01/01/2000 0:00,1/12/2014 0:00,Yes,No,DNRM,SPDB,1000000
DNRM,ORAApps,Information Provision,350,350,0.4,0,01/01/2000 0:00,1/12/2015 0:00,Yes,No,In House Developed,SPIN,500000
DNRM,SunPOZ,Information Submission,20,20,1.5,0,01/01/2000 0:00,1/12/2020 0:00,No,No,Trimble,VRS 3Net,850000
DNRM,Vegetation Clearing House,Information Provision,20,20,0.1,0,01/01/2000 0:00,1/12/2018 0:00,Yes,No,DNRM,VCH,50000
DNRM,Water Monitoring Information System,Information Submission,900,900,2,0,1/12/1990 0:00,1/12/2020 0:00,No,No,Kisters,Hydstra/Kisters,10000000
DNRM,Land and Spatial Support System,Information Provision,50,50,0,Not reported,01/03/2014 0:00,1/12/2018 0:00,Yes,No,DNRM,Land and Spatial Support System,80000
DNRM,Enhanced Customer Services,Case Management,50,50,0,Not reported,01/03/2014 0:00,1/12/2018 0:00,Yes,No,DNRM,Enhanced Customer Services,120000
DNRM,Water Entitlements Registration Database,"Authorities, Licences, Permits and Awards",120,120,0.5,0.5,1/12/1998 0:00,1/12/2015 0:00,Yes,No,DNRM,WERD,0
DNRM,Water Management System,"Authorities, Licences, Permits and Awards",250,250,13.6,4,1/12/2009 0:00,1/12/2015 0:00,Yes,No,DNRM,WMS,6000000
DNRM,Information Queensland Atlas (including IQ Skins),Information Provision,10000,10000,0.25,Not reported,01/07/2012 0:00,01/01/2025 0:00,Yes,No,In House Developed,ESRI,100000
DNRM,Bore Location System,Information Provision,100,100,0.25,0,1/12/1998 0:00,1/12/2015 0:00,Yes,No,DNRM,BLS,200000
DNRM,Groundwater Plotting System,Information Provision,100,100,0,0,1/12/1998 0:00,1/12/2017 0:00,Yes,No,DNRM,Groundwater_Plotting,25000
DNRM,1Contact,Employee Administration,1000,1000,0.4,0.1,1/12/2010 0:00,31/12/2018 0:00,Yes,No,DAF (ITP),1Contact,10000
DNRM,Lotus Notes (Safety and Health),"Authorities, Licences, Permits and Awards",145,145,10,2,01/01/2000 0:00,1/12/2018 0:00,Yes,No,DNRM,"Lotus Notes Domino, Solaris",900000
DNRM,MinesOnline,"Authorities, Licences, Permits and Awards",5000,5000,1.6,0,01/07/2010 0:00,01/07/2018 0:00,Yes,No,DNRM,MinesOnline,400000
DNRM,HSU - Coal Mine Workers Health Database,Information Provision,50,50,0.38,0.08,01/01/2000 0:00,01/01/2017 0:00,Yes,No,DNRM,HSU - COAL MINE WORKERS HEALTH DATABASE,100000
DNRM,Mines Incident Reporting System,Investigations Management,50,50,0.5,Not reported,01/01/2000 0:00,01/01/2015 0:00,Yes,No,DNRM,Custom,50000
DNRM,MyMinesOnline,"Authorities, Licences, Permits and Awards",5000,5000,35,0,1/11/2011 0:00,01/01/2026 0:00,Yes,No,DNRM,MyMinesOnline,8000000
DNRM,Queensland Digital Exploration Reports System,Information Submission,5200,5200,0.47,0.25,01/07/2002 0:00,1/12/2018 0:00,Yes,No,DNRM,"Vignette IDM, Apache Tomcat, Oracle, Solaris",2500000
DNRM,Shield,Financial Management,8,8,0.1,0.1,16/09/2008 0:00,01/01/2020 0:00,Yes,No,Custom MS Access Implementation,Custom,200000
DNRM,WorkWise,Costing,85,85,1,0,01/01/2000 0:00,1/12/2018 0:00,Yes,No,Jelly Tech,Workwise,550000
DNRM,Petroleum and Gas Operations,Financial Management,8,8,1,Not reported,30/09/2010 0:00,30/09/2018 0:00,Yes,No,DNRM,Access,200000
DNRM,Queensland Globe,Information Provision,5000,5000,1.4,0,03/04/2013 0:00,03/04/2018 0:00,No,No,Google,Google Earth Pro,150000
DNRM,MERLIN,"Authorities, Licences, Permits and Awards",620,620,6.3,1,01/01/1989 0:00,01/07/2018 0:00,Yes,No,DNRM,Merlin,5000000
DNRM,Mines Online Maps (MOM),Information Submission,5000,5000,7.6,0,01/03/2014 0:00,1/12/2020 0:00,Yes,No,Latitude Geographics,Geocortex; ArcGIS Server,0
DNRM,QTopo,Information Provision,5000,5000,0.2,0,01/03/2014 0:00,1/12/2018 0:00,No,No,DNRM,QTopo,0
DNRM,LISystems,Information Provision,50,50,0.5,0.1,01/03/2014 0:00,1/12/2018 0:00,Yes,No,DNRM,LISystems,52803
DNRM,Queensland Digital Exploration Data,Information Provision,5000,5000,0.7,1,01/06/2014 0:00,1/12/2020 0:00,Yes,No,Geosoft,Geosoft DAP Server; Flamingo,300000
DNRM,SLSM Business Unit,Information Provision,50,50,0.3,0.06,01/03/2014 0:00,1/12/2018 0:00,Yes,No,DNRM,SLSM Business Unit,30000
DNRM,OGIA Business Unit,"Authorities, Licences, Permits and Awards",50,50,0.1,0.02,01/03/2014 0:00,1/12/2018 0:00,Yes,No,DNRM,OGIA Business Unit,60000
DNRM,Web Services - DNRM,"Authorities, Licences, Permits and Awards",9999,9999,0.8,0.2,01/02/2012 0:00,31/12/2018 0:00,Yes,No,Squiz,Squiz,200000
DNRM,eGiftRegister,Client Account Management,50,50,Not reported,0,31/12/1999 0:00,31/12/2018 0:00,Yes,No,Corporate Service Agency,eGift Register,0
DNRM,CSP; Financial Mgmt,Financial Management,50,50,Not reported,0,01/01/1990 0:00,31/12/2018 0:00,No,No,SAP,R/3,0
DNRM,CSP; Human Resource Management/ Payroll,Payroll,50,50,Not reported,0,01/01/1990 0:00,01/07/2015 0:00,No,No,SAP,ERP,0
DNRM,Employee Self Service,Employee Administration,1000,1000,Not reported,0,01/01/2011 0:00,31/12/2018 0:00,Yes,No,Corporate Service Agency,ESS,0
DNRM,Financial Reporter,Financial Management,50,50,Not reported,0,31/12/1999 0:00,31/12/2018 0:00,Yes,No,Corporate Service Agency,Financial Reporter,0
DNRM,HRM Reporter,Employee Administration,50,50,Not reported,0,31/12/1999 0:00,31/12/2018 0:00,Yes,No,Corporate Service Agency,HRM Reporter,0
DNRM,HRMS Payroll Archive,Payroll,50,50,Not reported,0,31/12/1999 0:00,31/12/2018 0:00,Yes,No,Corporate Service Agency,HRMS Payroll Archive,0
DNRM,SpringBoard,Recruitment,1000,1000,Not reported,Not reported,06/01/2007 0:00,31/12/2018 0:00,No,No,HRX,RecruitASP/Springboard/SmartJobs Website,0
DNRM,InfoView BAM,Costing,50,50,Not reported,0,01/08/2011 0:00,01/07/2017 0:00,No,No,InfoView Technologies Pty Ltd,InfoView,0
DNRM,Web Technical Services - Infrastructure DNRM,Information Provision,5000,5000,0.8,0.2,01/02/2012 0:00,31/12/2018 0:00,Yes,No,Squiz,Squiz,0
DNRM,HyLogger,Information Provision,50,50,1.7,0.3,01/03/2014 0:00,1/12/2018 0:00,No,No,DNRM,HyLogger,150000
DNRM,EDOCS - DNRM,Document and Records Management,1100,1100,0.8,0.2,01/01/2000 0:00,31/12/2018 0:00,No,No,Hummingbird,Hummingbird,180000
DPC,Client Management System,Policy,10,10,0.25,0.1,01/07/2008 0:00,30/06/2013 0:00,Yes,No,DPC,Client Management System,7800
DPC,SDG2 Mastercard,Information Submission,10,10,0.1,0.1,01/07/2005 0:00,30/06/2017 0:00,No,No,DPC,Internet and associated sites,0
DPC,CRM on-line,Client Account Management,40,20,0.1,0.1,01/06/2011 0:00,01/06/2016 0:00,Yes,No,Microsoft,Dynamic CRM online,200000
